Date,Store,Dept,Weekly_Sales,Temperature,Fuel_Price,CPI,Unemployment,IsHoliday
2017-08-14,20,17,71795.77,22.06,2.77,247.65,4.69,0
2017-08-15,25,13,44719.44,2.5,3.59,201.62,9.23,0
2017-08-16,4,1,80319.74,14.96,4.23,202.09,9.4,0
2017-08-17,10,12,61098.72,34.2,3.24,227.76,5.1,1
2017-08-18,3,4,36029.39,27.64,3.84,274.12,3.06,1
2017-08-19,41,11,42854.7,39.27,3.79,236.6,8.98,0
2017-08-20,45,5,31060.36,31.52,4.69,221.12,8.56,0
2017-08-21,18,2,59561.85,18.06,2.54,211.3,8.85,0
2017-08-22,47,17,69867.72,27.05,3.43,228.05,4.41,0
2017-08-23,36,8,44624.09,31.04,3.9,248.14,8.43,0
2017-08-24,47,6,22079.08,10.79,3.56,209.34,7.88,0
2017-08-25,22,9,55407.05,2.4,3.35,201.49,7.07,0
2017-08-26,34,13,37070.26,16.23,4.92,212.73,9.99,0
2017-08-27,47,11,39339.96,5.79,4.83,273.8,6.49,0
2017-08-28,8,16,54672.91,11.09,3.83,246.63,6.18,0
2017-08-29,40,16,68479.76,37.87,3.32,244.52,7.87,0
2017-08-30,49,2,61092.53,33.88,4.27,201.98,11.5,1
2017-08-31,44,10,56442.51,23.7,3.54,271.09,6.1,0
2017-09-01,19,12,47641.22,16.05,4.99,220.19,7.01,0
2017-09-02,42,8,30193.46,10.57,4.06,209.09,5.4,0
2017-09-03,41,11,55219.13,22.86,2.2,284.2,9.12,0
2017-09-04,37,10,60765.95,21.33,3.21,248.56,6.28,1
2017-09-05,6,13,41073.76,31.23,4.19,274.89,9.23,0
2017-09-06,26,17,44504.55,37.12,4.53,282.19,4.31,0
2017-09-07,34,7,66650.78,13.16,4.44,296.46,5.37,0
2017-09-08,45,3,44112.87,8.25,4.93,262.37,4.86,0
2017-09-09,6,13,45941.59,16.11,3.47,206.83,10.0,0
2017-09-10,37,19,48674.0,17.5,2.42,255.77,3.81,0
2017-09-11,33,7,59983.36,1.59,3.96,250.95,5.27,0
2017-09-12,22,9,54399.97,34.47,2.21,205.76,7.57,0
2017-09-13,21,19,53288.95,39.82,4.92,230.63,3.79,0
2017-09-14,6,13,72768.04,36.93,4.28,241.22,3.1,0
2017-09-15,6,8,43857.22,34.43,4.95,216.1,9.22,0
2017-09-16,48,18,35741.99,39.7,3.13,200.88,8.52,0
2017-09-17,4,2,65331.47,36.31,2.05,275.7,3.08,1
2017-09-18,30,18,53463.97,27.53,3.56,285.16,3.44,0
2017-09-19,11,18,41161.31,6.67,2.36,222.91,4.97,0
2017-09-20,30,11,44602.02,6.25,4.04,200.38,11.16,0
2017-09-21,31,1,30891.05,1.95,3.49,288.99,8.87,0
2017-09-22,24,14,53475.2,16.47,4.26,213.4,10.25,0
2017-09-23,9,16,28078.68,32.35,2.87,240.32,9.84,0
2017-09-24,3,11,60230.42,19.61,4.49,236.6,11.85,0
2017-09-25,31,1,42163.99,14.65,3.95,216.43,11.55,0
2017-09-26,40,7,29089.54,4.37,4.96,259.88,3.61,0
2017-09-27,37,16,66458.73,2.07,2.54,291.85,3.2,0
2017-09-28,36,14,83845.92,15.97,2.15,251.37,7.47,1
2017-09-29,24,15,56559.81,4.0,4.55,297.29,5.45,0
2017-09-30,31,14,45718.69,4.14,3.02,219.08,7.54,1
2017-10-01,6,11,35598.97,15.81,3.29,284.85,3.82,0
2017-10-02,2,16,53927.52,20.11,4.78,225.69,11.18,0
2017-10-03,20,19,59550.99,7.47,3.32,225.05,9.97,0
2017-10-04,28,17,50103.4,27.39,2.89,211.77,7.97,0
2017-10-05,11,6,63431.57,16.75,2.18,286.36,7.19,0
2017-10-06,4,11,72708.35,3.68,3.33,272.51,7.22,0
2017-10-07,15,17,31104.68,25.48,3.96,234.17,8.55,0
2017-10-08,6,9,54410.74,14.28,2.81,234.94,7.91,0
2017-10-09,49,18,21450.02,2.09,4.15,284.48,7.34,0
2017-10-10,30,17,37789.27,37.92,3.43,292.76,9.11,0
2017-10-11,38,12,60797.96,22.85,4.57,260.24,9.88,0
2017-10-12,2,5,49297.92,19.11,2.49,240.68,8.79,0
2017-10-13,15,11,25836.52,34.37,4.27,205.31,6.52,0
2017-10-14,11,4,65748.67,37.47,4.8,212.66,6.73,0
2017-10-15,8,4,41851.49,8.81,4.22,214.18,3.89,0
2017-10-16,26,3,62763.31,32.41,3.22,227.68,6.73,0
2017-10-17,45,17,57690.23,33.24,2.69,225.7,10.07,0
2017-10-18,44,7,37503.08,2.18,2.3,254.29,3.6,0
2017-10-19,5,4,63033.59,28.48,3.93,294.41,4.58,0
2017-10-20,6,13,54779.25,2.52,2.43,286.17,10.58,0
2017-10-21,26,12,52625.72,23.79,4.51,250.92,8.11,0
2017-10-22,4,1,42977.73,26.77,4.88,201.73,9.04,0
2017-10-23,19,19,33459.14,14.68,2.41,206.84,5.89,0
2017-10-24,20,18,43719.8,35.23,3.13,286.04,7.4,0
2017-10-25,33,11,43393.27,32.02,4.81,228.36,9.85,0
2017-10-26,20,3,62774.28,37.04,3.41,231.81,10.88,0
2017-10-27,49,17,25265.23,12.6,3.61,213.98,11.77,0
2017-10-28,12,12,72060.72,0.86,4.24,222.31,10.66,0
2017-10-29,47,10,72883.93,32.46,2.63,224.72,3.61,0
2017-10-30,1,8,40384.94,8.92,4.94,241.21,6.09,0
2017-10-31,26,15,71023.61,18.69,4.34,262.31,9.74,0
2017-11-01,14,5,34916.27,32.69,2.48,235.32,6.76,0
2017-11-02,38,4,66906.88,8.65,2.33,244.99,6.93,0
2017-11-03,37,19,37705.11,12.48,4.8,218.19,10.15,0
2017-11-04,11,4,65501.55,17.56,4.06,205.64,10.5,0
2017-11-05,36,15,28439.1,10.87,2.12,234.82,10.12,0
2017-11-06,13,17,66242.78,18.45,2.43,206.25,6.19,0
2017-11-07,43,12,69328.71,0.38,2.14,229.97,5.05,0
2017-11-08,3,3,27956.4,8.49,4.92,283.76,6.23,0
2017-11-09,33,10,76358.89,33.3,3.49,236.69,9.31,0
2017-11-10,6,15,65277.45,16.54,3.39,219.33,6.28,0
2017-11-11,10,10,20030.12,25.46,4.87,290.21,3.5,0
2017-11-12,5,18,42650.6,9.29,3.51,263.93,10.21,0
2017-11-13,23,1,65564.03,26.0,3.55,298.83,3.57,0
2017-11-14,10,3,60846.67,40.0,4.95,230.03,11.97,0
2017-11-15,44,12,51676.81,23.81,2.33,220.04,10.75,0
2017-11-16,2,1,63919.47,25.13,4.96,229.79,11.61,1
2017-11-17,13,3,36889.56,4.46,2.5,281.25,10.5,0
2017-11-18,40,3,50710.44,16.14,3.42,215.15,3.91,1
2017-11-19,2,5,37316.28,34.43,3.01,224.11,6.77,0
2017-11-20,20,19,52022.14,33.37,4.87,270.16,11.17,0
2017-11-21,1,1,65015.46,20.9,3.46,273.8,3.82,0
2017-11-22,37,4,61723.41,36.14,2.07,295.88,5.75,0
2017-11-23,9,4,53343.35,5.72,2.67,298.02,7.2,0
2017-11-24,17,17,64845.41,26.33,3.29,266.35,7.05,0
2017-11-25,9,14,66322.67,9.96,4.03,236.28,11.5,0
2017-11-26,11,18,76959.84,25.82,3.69,245.3,6.56,0
2017-11-27,15,1,67512.02,3.5,4.55,243.93,5.15,0
2017-11-28,24,16,59846.35,37.74,4.49,238.74,7.0,0
2017-11-29,38,3,64011.37,31.45,3.77,233.82,6.56,0
2017-11-30,35,9,53653.39,8.04,3.71,216.79,8.61,0
2017-12-01,30,4,45800.76,25.49,2.83,236.62,11.95,0
2017-12-02,31,5,63014.13,30.37,4.87,296.92,7.96,0
2017-12-03,49,11,61356.87,8.38,2.23,288.22,7.16,0
2017-12-04,5,9,54379.33,3.73,3.19,261.73,8.34,0
2017-12-05,44,3,47081.09,14.07,3.98,219.28,11.82,1
2017-12-06,14,6,46249.19,5.43,4.84,287.87,8.62,0
2017-12-07,11,11,43869.34,22.63,3.5,231.19,4.11,0
2017-12-08,9,9,68835.62,16.96,4.69,254.57,11.21,0
2017-12-09,34,15,67676.4,18.5,2.31,291.18,8.32,0
2017-12-10,12,3,67032.53,21.71,3.59,233.47,4.42,1
2017-12-11,35,1,34222.12,39.28,2.95,291.33,5.07,0
2017-12-12,35,19,44610.64,31.71,4.39,223.51,4.08,1
2017-12-13,1,14,46139.13,25.18,3.33,292.87,11.65,1
2017-12-14,40,17,40907.83,14.55,3.43,235.87,3.64,0
2017-12-15,22,14,77938.93,1.08,2.19,237.46,9.88,0
2017-12-16,29,17,56006.97,4.66,3.31,255.3,6.04,0
2017-12-17,8,14,54929.14,29.23,2.24,234.7,3.73,0
2017-12-18,11,12,43011.19,14.77,2.9,245.0,6.9,0
2017-12-19,41,16,62931.38,13.38,2.38,250.13,3.0,1
2017-12-20,37,1,82873.05,35.56,3.0,249.1,10.36,0
2017-12-21,14,13,51214.27,19.38,2.68,296.11,7.88,0
2017-12-22,30,6,46497.28,35.98,2.86,228.18,7.07,1
2017-12-23,35,17,48641.22,35.47,2.45,228.46,10.46,0
2017-12-24,21,12,45169.22,3.21,3.32,283.79,7.67,0
2017-12-25,37,19,49957.01,37.81,3.49,239.2,8.36,0
2017-12-26,5,6,40827.89,3.08,4.51,207.32,10.33,0
2017-12-27,19,7,36701.77,38.54,3.62,248.13,9.49,0
2017-12-28,14,1,49681.41,18.1,2.69,255.02,8.93,0
2017-12-29,26,1,51216.48,30.43,4.21,261.77,9.34,0
2017-12-30,4,5,45903.28,28.25,2.89,223.51,5.37,0
2017-12-31,25,6,71854.67,20.74,4.27,297.33,4.06,0
2018-01-01,45,16,56232.36,24.78,3.16,273.7,8.6,0
2018-01-02,42,16,61136.87,38.0,3.54,272.01,5.02,0
2018-01-03,25,14,61535.34,37.09,3.51,287.29,3.43,0
2018-01-04,18,1,51569.69,26.17,4.87,202.61,5.29,0
2018-01-05,40,13,53279.77,26.31,2.46,261.31,9.48,0
2018-01-06,8,10,37097.48,9.88,4.82,281.78,9.38,0
2018-01-07,39,10,59839.74,33.14,3.69,203.44,11.13,0
2018-01-08,40,9,45000.28,25.3,4.98,275.61,9.08,0
2018-01-09,14,13,40403.73,33.05,3.72,298.97,6.96,0
2018-01-10,32,3,69529.49,26.31,3.97,259.34,5.34,0
2018-01-11,38,18,30016.38,11.97,4.25,242.47,9.83,0
2018-01-12,33,2,75786.14,7.58,4.47,245.36,6.71,0
2018-01-13,23,17,74598.96,3.08,3.43,267.95,10.34,0
2018-01-14,15,19,46666.38,23.44,4.04,257.0,10.66,0
2018-01-15,33,13,76777.99,11.36,3.84,278.76,6.16,0
2018-01-16,25,13,36674.86,25.22,3.22,242.16,6.09,0
2018-01-17,17,1,64911.33,2.35,4.46,241.73,11.22,0
2018-01-18,33,2,50251.99,15.03,2.58,274.6,6.58,1
2018-01-19,47,1,22904.09,10.42,2.5,264.55,9.36,0
2018-01-20,2,5,40534.84,14.81,4.21,277.81,6.4,0
2018-01-21,14,3,47382.46,2.17,3.91,288.72,9.58,0
2018-01-22,40,7,61685.09,28.97,2.95,226.34,4.56,0
2018-01-23,40,13,42843.76,4.67,3.91,231.5,10.52,0
2018-01-24,39,18,45902.82,0.58,4.31,252.7,11.85,0
2018-01-25,6,7,58114.76,37.85,2.65,293.05,9.89,0
2018-01-26,6,1,57321.44,7.72,3.74,283.47,6.23,0
2018-01-27,3,5,48624.12,33.12,4.47,246.84,8.0,0
2018-01-28,7,17,45457.32,38.58,3.23,257.31,9.03,1
2018-01-29,8,8,64089.6,21.36,3.72,271.23,4.74,0
2018-01-30,42,15,45373.0,21.04,2.24,252.27,5.55,0
2018-01-31,15,4,32159.21,14.7,4.49,209.84,10.22,0
2018-02-01,47,2,44083.99,17.02,4.39,235.27,11.51,0
2018-02-02,29,5,58202.25,19.28,3.37,204.76,5.45,0
2018-02-03,33,1,47760.64,6.08,2.36,266.99,4.33,1
2018-02-04,30,5,42458.54,14.59,3.98,233.71,11.83,0
2018-02-05,39,6,31177.95,32.64,3.72,273.84,5.88,0
2018-02-06,27,2,47840.95,7.3,4.76,242.97,10.01,0
2018-02-07,36,1,53418.69,29.19,2.84,204.56,6.41,0
2018-02-08,29,4,34889.23,26.06,2.1,237.96,11.54,0
2018-02-09,38,7,47160.69,2.29,2.76,221.87,8.4,0
2018-02-10,33,1,33591.57,0.9,3.28,221.43,6.74,0
2018-02-11,37,1,48068.33,14.1,2.47,237.76,4.6,0
2018-02-12,27,8,75882.43,27.69,4.94,297.83,5.3,0
2018-02-13,33,16,52575.7,13.22,2.67,296.01,10.71,0
2018-02-14,4,13,26276.4,26.71,4.03,280.35,3.51,0
2018-02-15,22,18,54966.95,26.62,3.36,224.55,4.41,0
2018-02-16,2,10,69677.21,32.26,3.67,276.39,4.73,0
2018-02-17,10,12,29239.15,3.98,4.8,201.54,3.64,0
2018-02-18,5,1,34317.6,23.09,3.59,205.63,9.17,0
2018-02-19,10,10,53875.23,2.5,2.92,283.57,11.83,0
2018-02-20,33,9,48693.27,7.04,2.66,256.42,4.25,0
2018-02-21,38,3,68167.54,13.02,4.68,237.33,10.19,0
2018-02-22,13,19,47290.44,28.3,4.96,274.05,4.59,0
2018-02-23,31,9,62381.71,38.96,2.76,211.44,11.76,0
2018-02-24,47,10,72921.55,13.7,4.17,228.67,7.56,0
2018-02-25,36,19,36986.16,20.85,3.52,272.76,10.63,0
2018-02-26,45,16,61215.08,10.36,4.1,220.72,4.54,0
2018-02-27,24,18,43987.08,27.02,4.89,260.06,10.97,0
2018-02-28,15,14,16771.46,14.66,2.83,244.77,3.73,0
2018-03-01,29,3,57145.64,19.26,4.22,220.24,3.21,0
2018-03-02,8,2,58991.62,22.71,3.31,288.84,9.38,0
2018-03-03,5,1,26761.36,27.45,3.96,243.55,3.96,1
2018-03-04,29,18,43191.06,2.4,3.22,259.88,10.79,0
2018-03-05,47,9,40654.92,22.2,4.13,225.3,8.59,0
2018-03-06,4,13,62149.82,17.25,3.01,234.68,5.98,0
2018-03-07,12,2,26762.13,5.35,3.47,204.9,5.5,0
2018-03-08,45,7,51601.38,8.32,4.13,248.32,3.74,0
2018-03-09,2,16,14904.6,35.36,2.13,234.48,9.18,0
2018-03-10,27,19,55692.65,34.87,2.98,232.94,11.25,0
2018-03-11,31,15,51876.93,1.33,3.64,288.99,9.81,0
2018-03-12,36,11,42335.59,27.58,2.22,270.39,8.57,0
2018-03-13,36,1,71424.46,22.17,4.11,245.73,4.07,0
2018-03-14,26,7,10652.75,37.59,4.44,219.54,10.45,0
2018-03-15,43,8,49727.68,36.32,2.49,297.33,11.69,0
2018-03-16,27,10,67963.98,23.18,4.2,207.48,5.37,1
2018-03-17,5,5,51932.13,5.56,3.94,213.61,6.78,0
2018-03-18,20,9,70490.99,18.39,3.23,227.03,3.13,0
2018-03-19,11,1,43241.4,29.01,2.49,295.45,10.49,0
2018-03-20,10,2,47492.59,38.07,4.86,227.89,3.19,0
2018-03-21,40,19,68498.85,14.55,3.39,249.14,7.38,0
2018-03-22,38,14,63418.31,31.39,2.55,276.12,8.19,0
2018-03-23,6,10,85988.8,27.33,4.15,292.92,3.5,0
2018-03-24,8,9,51542.25,3.13,3.82,260.51,4.58,0
2018-03-25,23,10,53003.7,22.32,4.45,238.43,10.12,0
2018-03-26,47,6,43079.0,7.34,4.99,298.55,5.27,1
2018-03-27,26,17,46939.19,27.34,2.13,202.62,9.52,0
2018-03-28,46,6,66170.98,24.4,4.22,283.22,9.74,1
2018-03-29,43,4,49996.02,38.92,4.97,227.74,6.67,1
2018-03-30,12,3,37890.63,37.42,3.61,281.75,3.57,0
2018-03-31,26,19,44359.22,0.37,4.15,216.22,3.1,1
2018-04-01,13,18,48645.07,3.2,3.32,234.68,7.43,0
2018-04-02,40,4,38862.33,30.77,3.07,205.6,3.64,0
2018-04-03,18,8,43130.61,27.43,4.09,219.96,9.54,0
2018-04-04,25,17,35003.09,32.04,4.96,260.28,6.43,0
2018-04-05,33,5,43660.93,10.67,2.27,276.15,9.15,0
2018-04-06,47,13,67493.14,33.97,3.27,291.12,6.67,0
2018-04-07,40,1,50725.84,17.7,4.82,211.97,8.66,0
2018-04-08,43,13,86919.79,10.48,2.34,214.06,10.5,0
2018-04-09,12,4,38542.02,0.42,3.95,293.88,10.96,0
2018-04-10,44,14,57282.42,34.85,3.29,276.6,3.15,0
2018-04-11,36,3,53333.09,21.41,3.13,253.98,8.81,0
2018-04-12,48,5,59756.59,39.02,2.63,247.67,8.08,0
2018-04-13,4,7,40908.96,28.59,2.53,215.77,8.73,0
2018-04-14,5,1,44473.02,3.22,3.55,237.93,3.52,0
2018-04-15,37,12,56108.84,23.53,3.13,237.26,3.63,0
2018-04-16,8,11,42429.96,0.68,3.47,264.83,7.47,0
2018-04-17,42,8,23397.96,22.31,2.59,259.89,3.51,0
2018-04-18,49,6,69656.77,14.01,3.05,205.97,9.99,0
2018-04-19,28,2,63321.43,25.73,4.99,284.85,9.95,0
2018-04-20,31,19,43742.94,21.66,3.1,293.75,4.06,0
2018-04-21,9,14,53274.76,10.45,3.24,278.02,7.1,0
2018-04-22,29,1,65102.46,6.49,2.06,217.84,8.35,0
2018-04-23,14,10,70163.32,16.19,3.14,217.22,10.74,1
2018-04-24,40,16,51563.89,39.47,4.29,272.61,11.9,0
2018-04-25,41,4,41219.61,17.43,3.55,244.09,3.15,0
2018-04-26,22,11,71964.03,29.95,3.97,277.88,7.29,1
2018-04-27,11,16,51420.79,2.28,3.67,207.55,10.23,0
2018-04-28,23,1,47792.03,15.15,2.32,271.64,10.16,0
2018-04-29,1,16,53948.2,23.21,3.0,242.41,7.88,1
2018-04-30,46,19,67320.9,30.05,4.08,203.1,4.64,0
2018-05-01,37,9,49418.02,21.14,3.64,254.52,8.03,0
2018-05-02,21,9,64789.99,20.61,4.02,269.9,6.52,0
2018-05-03,26,9,46871.87,30.56,3.08,252.82,6.68,0
2018-05-04,46,17,59135.83,12.53,2.58,212.29,5.96,0
2018-05-05,36,12,35778.67,3.62,4.49,281.59,4.3,0
2018-05-06,23,13,66044.14,13.89,3.13,231.71,9.64,0
2018-05-07,1,8,39859.38,6.36,3.97,292.15,9.38,0
2018-05-08,40,16,56889.31,38.64,3.14,290.69,7.89,1
2018-05-09,15,18,27701.48,23.1,4.78,220.04,6.19,1
2018-05-10,21,1,50372.21,17.86,4.98,247.64,10.4,0
2018-05-11,47,1,52821.85,36.48,3.95,213.74,4.44,0
2018-05-12,9,12,39780.11,36.01,3.81,267.77,6.91,1
2018-05-13,9,6,48353.38,16.63,4.52,285.19,8.88,0
2018-05-14,10,9,53931.51,34.99,3.55,264.84,10.39,0
2018-05-15,26,5,58449.03,2.56,4.61,226.05,8.85,0
2018-05-16,41,16,51502.15,35.43,3.24,207.63,4.06,0
2018-05-17,35,18,69986.66,12.42,2.1,206.93,3.91,0
2018-05-18,25,17,67373.93,22.6,4.78,261.09,3.45,0
2018-05-19,26,18,49540.68,10.79,4.16,295.33,8.04,0
2018-05-20,11,1,30045.04,39.39,3.53,269.53,5.19,0
2018-05-21,38,19,42693.86,2.87,4.83,273.06,4.44,0
2018-05-22,2,8,16563.11,17.88,4.66,232.93,3.76,0
2018-05-23,7,3,47253.05,24.84,2.33,258.6,8.78,0
2018-05-24,18,5,71026.3,24.62,3.87,231.66,9.78,0
2018-05-25,27,8,61865.13,29.55,3.61,290.17,10.72,0
2018-05-26,34,19,51252.66,28.98,4.33,213.25,8.36,0
2018-05-27,27,18,39088.04,31.73,2.9,263.2,6.19,0
2018-05-28,17,18,51834.56,9.37,2.02,273.08,7.23,0
2018-05-29,43,1,81968.41,14.82,2.56,269.85,8.73,0
2018-05-30,44,15,72315.48,15.28,2.63,225.73,9.42,0
2018-05-31,24,18,47745.57,38.23,2.87,248.6,8.8,1
2018-06-01,25,7,27770.79,16.37,3.11,266.33,11.66,0
2018-06-02,7,16,83121.44,8.87,4.12,293.09,9.75,0
2018-06-03,6,16,39067.4,25.29,2.22,249.97,9.76,0
2018-06-04,24,15,57951.13,17.09,3.46,230.05,10.38,0
2018-06-05,33,6,26619.25,10.0,3.5,238.65,7.14,0
2018-06-06,49,9,45153.73,28.61,3.85,254.13,5.38,0
2018-06-07,29,7,26558.25,7.68,2.93,297.64,10.35,0
2018-06-08,43,14,32571.72,25.33,2.78,262.83,7.18,0
2018-06-09,22,11,36129.27,17.22,3.45,215.47,8.46,0
2018-06-10,26,16,57155.07,12.77,3.98,284.31,6.87,0
2018-06-11,28,6,48558.65,37.84,2.13,218.14,6.56,0
2018-06-12,21,16,90683.89,12.98,2.88,203.87,9.04,0
2018-06-13,49,16,67006.96,13.9,4.36,210.02,8.99,0
2018-06-14,7,12,67332.37,34.83,3.45,278.61,5.78,0
2018-06-15,17,17,57555.01,5.16,4.86,290.19,4.7,0
2018-06-16,20,5,54140.78,4.32,4.6,226.82,4.18,0
2018-06-17,41,13,67835.86,11.31,3.03,249.81,4.02,0
2018-06-18,49,8,14281.68,23.67,4.18,259.72,10.36,0
2018-06-19,20,5,40666.84,15.37,2.82,241.87,5.58,0
2018-06-20,22,12,29592.59,24.34,2.53,206.53,9.11,0
2018-06-21,28,9,21735.66,6.39,4.64,205.67,5.59,0
2018-06-22,40,3,38469.58,10.46,3.05,244.03,9.0,0
2018-06-23,49,3,32783.19,22.61,2.61,279.79,11.86,0
2018-06-24,7,1,67912.94,8.69,4.89,208.46,3.59,0
2018-06-25,1,18,51374.48,16.91,2.09,220.57,8.88,0
2018-06-26,32,12,19850.54,22.91,3.1,226.98,5.54,0
2018-06-27,13,9,54710.62,38.95,2.12,255.91,3.75,0
2018-06-28,30,9,34817.1,3.2,3.51,204.32,3.71,0
2018-06-29,23,18,50934.43,18.42,3.2,286.0,6.34,0
2018-06-30,19,18,55905.83,15.85,4.16,247.07,7.87,0
2018-07-01,32,7,38742.76,32.97,4.86,248.52,8.83,0
2018-07-02,30,4,53260.4,36.01,3.56,232.65,8.11,0
2018-07-03,29,13,56031.1,36.28,2.86,221.2,11.08,1
2018-07-04,49,17,47535.94,15.01,4.62,236.37,4.38,0
2018-07-05,45,2,39205.63,12.19,3.81,291.34,10.46,0
2018-07-06,29,14,50047.14,17.97,3.66,209.42,7.75,0
2018-07-07,30,3,47907.71,13.76,2.57,206.07,10.75,0
2018-07-08,16,5,54747.81,28.75,2.12,211.45,6.84,0
2018-07-09,40,14,46043.4,8.54,3.38,277.7,7.34,0
2018-07-10,19,3,32119.7,26.35,3.58,204.84,6.8,0
2018-07-11,18,7,47464.86,37.08,2.38,233.32,3.87,0
2018-07-12,1,18,54900.16,11.2,2.18,242.49,4.31,0
2018-07-13,14,13,52777.03,27.08,2.65,250.71,7.66,0
2018-07-14,47,10,48336.11,5.74,2.19,200.32,7.8,1
2018-07-15,2,13,42700.81,4.86,2.17,248.68,7.21,0
2018-07-16,28,16,41924.86,4.63,3.33,219.49,3.12,0
2018-07-17,49,9,43481.86,5.54,4.43,209.79,7.55,0
2018-07-18,30,2,66142.4,8.65,3.99,253.33,4.2,0
2018-07-19,38,5,35782.24,22.51,4.04,274.41,8.1,0
2018-07-20,4,17,51364.84,30.68,2.79,293.47,5.59,0
2018-07-21,1,4,31130.03,5.07,2.03,291.27,11.92,0
2018-07-22,8,17,61470.98,34.8,3.35,239.9,6.23,0
2018-07-23,29,9,41958.01,33.71,3.13,270.41,10.39,0
2018-07-24,39,2,37615.81,29.1,4.84,269.56,5.21,0
2018-07-25,3,18,53231.73,17.04,2.22,241.21,4.71,0
2018-07-26,32,11,13088.78,0.06,4.33,209.82,4.99,0
2018-07-27,10,13,30507.84,29.39,3.16,238.2,6.0,0
2018-07-28,10,8,55413.64,35.16,4.49,299.24,10.64,0
2018-07-29,19,1,65219.09,13.41,3.48,255.5,9.88,0
2018-07-30,46,17,56764.06,28.72,4.46,234.14,6.92,0
2018-07-31,34,12,52091.49,2.48,3.4,274.38,4.69,0
2018-08-01,33,4,86155.76,28.38,3.21,268.63,3.44,1
2018-08-02,23,13,57371.0,2.73,4.89,257.88,8.57,0
2018-08-03,28,9,34332.31,23.49,3.11,263.74,9.36,1
2018-08-04,32,7,65369.93,23.9,4.42,258.49,8.46,0
2018-08-05,7,5,40384.48,12.09,2.2,295.63,7.51,0
2018-08-06,29,5,39376.44,3.16,2.19,250.91,11.76,0
2018-08-07,8,17,29286.01,37.97,3.31,259.02,3.22,1
2018-08-08,1,9,43828.78,21.42,3.76,247.17,11.9,0
2018-08-09,3,6,31557.58,23.19,3.83,260.02,5.49,0
2018-08-10,24,19,58361.37,24.6,2.11,289.08,6.45,0
2018-08-11,23,16,48118.77,35.64,4.09,233.98,9.77,0
2018-08-12,8,2,29585.69,2.41,2.39,249.59,5.04,0
2018-08-13,47,10,48784.35,35.73,4.87,244.86,9.39,0
2018-08-14,37,16,64907.47,9.59,3.0,239.8,5.99,0
2018-08-15,3,5,74333.92,3.12,2.78,282.1,11.47,0
2018-08-16,33,15,23155.77,26.29,2.87,223.19,4.55,0
2018-08-17,28,13,38324.82,39.08,4.81,249.99,11.39,0
2018-08-18,47,13,30659.75,2.29,3.45,292.46,10.12,0
2018-08-19,8,13,55303.27,17.04,3.3,216.13,4.53,1
2018-08-20,34,15,28866.34,21.19,3.7,200.46,6.49,0
2018-08-21,35,14,65888.53,10.08,4.79,226.52,3.94,0
2018-08-22,32,8,68055.39,39.31,2.93,292.23,8.4,0
2018-08-23,24,11,62271.78,25.64,2.54,208.76,11.64,0
2018-08-24,14,18,39240.69,33.77,3.79,213.71,3.71,0
2018-08-25,32,4,40185.21,16.63,3.48,232.03,5.32,0
2018-08-26,46,10,43150.29,14.16,2.19,276.97,9.8,0
2018-08-27,43,1,66576.13,22.13,3.57,275.13,7.12,0
2018-08-28,16,5,24529.52,17.41,3.69,208.71,6.05,0
2018-08-29,4,13,55791.86,28.6,4.08,293.38,8.41,0
2018-08-30,37,1,35998.27,10.63,4.99,223.88,5.65,0
2018-08-31,21,8,43708.69,17.98,3.26,228.06,5.96,0
2018-09-01,14,3,61042.15,35.81,3.53,238.64,10.26,0
2018-09-02,31,3,27268.31,30.24,2.23,263.45,6.52,0
2018-09-03,48,7,45833.89,6.72,4.49,252.13,9.31,0
2018-09-04,18,4,48067.44,35.47,2.29,292.86,4.36,0
2018-09-05,7,3,49439.11,23.56,4.8,256.46,6.59,0
2018-09-06,10,15,48452.28,27.17,3.05,285.7,7.97,0
2018-09-07,7,8,58349.87,11.77,3.01,207.82,5.41,0
2018-09-08,33,3,43220.16,17.66,2.99,285.59,6.79,0
2018-09-09,23,7,55480.5,32.27,4.85,219.77,9.84,0
2018-09-10,21,18,54947.58,13.23,4.94,236.26,4.45,0
2018-09-11,19,11,54291.03,6.6,4.92,231.99,7.51,0
2018-09-12,48,11,57917.58,15.13,4.11,233.73,5.36,0
2018-09-13,19,17,54231.21,2.77,2.33,291.87,6.69,0
2018-09-14,36,6,48654.91,28.71,3.16,244.16,6.38,0
2018-09-15,29,8,30965.79,5.91,2.87,226.8,8.9,0
2018-09-16,18,1,70357.8,11.41,4.13,229.44,9.9,0
2018-09-17,2,10,75419.38,35.24,3.48,280.33,7.5,0
2018-09-18,1,19,44608.89,21.62,3.85,253.91,4.5,0
2018-09-19,47,3,56846.12,12.85,2.03,244.95,10.82,0
2018-09-20,5,4,41785.81,21.91,4.35,292.68,4.68,0
2018-09-21,20,11,39196.7,8.73,4.86,293.0,8.21,0
2018-09-22,11,15,50829.74,1.01,4.01,275.61,7.75,0
2018-09-23,42,1,92111.84,24.15,4.56,251.8,5.58,0
2018-09-24,2,9,73930.21,28.57,3.43,211.66,11.58,0
2018-09-25,3,11,71683.0,35.19,2.06,270.79,9.09,0
2018-09-26,23,19,57781.58,30.88,4.97,281.51,7.23,0
2018-09-27,12,13,36237.12,37.07,2.18,285.2,6.99,0
